"ID","m/z","Yellow_10.csv","Yellow_16.csv","Yellow_17.csv","Yellow_18.csv","Yellow_19.csv","Yellow_1.csv","Yellow_20.csv","Presence Percentage","PubChem","LM_ID","CAS_inf","MetSign_ID","hm_ID","Name_ID","Keg_ID","label_information"
295,782.5721,47456.2928,899206.2242,734680.243,855913.1039,119289.8712,129522.9949,160129.4938,100,"Unknown,Unknown;Unknown","Unknown,LMGP01010007;LMGL05010019","Unknown,Unknown;Unknown","C44H80N1O8P1-[M+H+]-{m+0}(0.99319)(Niso-3);C43H70O10-[M+Na+]-2H-13-{m+0}(0.90214)(Niso-2)","HMDB07889,Unknown;Unknown","PC(14:0/22:4(7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine*;*1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol","C00157,Unknown;Unknown","2H_13"
300,783.5764,19772.8716,239013.4036,158482.9901,195906.4012,34960.3602,22558.3235,67831.3388,100,"Unknown,Unknown;DBLINKS854120;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGP01010005,Unknown;Unknown;LMGL05010019;Unknown,LMGP01010632;Unknown,LMGP01010007;Unknown,LMGP01010007","Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C42H82N1O8P1-[M+Na+]-2H-1-{m+0}(0.99466)(Niso-2);C42H83N1O8P1-[M+Na+]-{m+0}(0.99465)(Niso-2);C43H70O10-[M+Na+]-2H-14-{m+0}(0.99417)(Niso-2);C44H78N1O8P1-[M+H+]-2H-3-{m+0}(0.99387)(Niso-2);C44H80N1O8P1-[M+H+]-2H-1-{m+0}(0.99385)(Niso-2);C44H80N1O8P1-[M+H+]-2H-1-{m+0}(0.97995)(Niso-2)","Unknown,HMDB07879;Unknown;Unknown;HMDB07890,Unknown;HMDB07889,Unknown;HMDB07889,Unknown","1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine*,*PC(14:0/20:1(11Z))*;*1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine*;*1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol*;*PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5E,8E,11E,14E,17E-eicosapentaenoyl)-sn-glycero-3-phosphocholine*;*PC(14:0/22:4(7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine*;*PC(14:0/22:4(7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine","Unknown,C00157;C13875;Unknown;C00157,Unknown;C00157,Unknown;C00157,Unknown","2H_1"
305,784.5828,5645.1577,12403.6359,9466.515,11749.9922,6784.8124,3078.4764,5537.6019,100,"Unknown,Unknown;DBLINKS854120;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","LMGP01010005,Unknown;Unknown;LMGP01010400,Unknown;LMGL05010019;Unknown,LMGP01011056;Unknown,LMGP01010632;LMGP01010620,Unknown","Unknown,Unknown;Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown","C42H82N1O8P1-[M+Na+]-2H-2-{m+0}(0.99466)(Niso-2);C42H83N1O8P1-[M+Na+]-2H-1-{m+0}(0.99466)(Niso-2);C42H84N1O8P1-[M+Na+]-{m+0}(0.99465)(Niso-2);C43H70O10-[M+Na+]-2H-15-{m+0}(0.99417)(Niso-2);C44H80N1O8P1-[M+H+]-2H-2-{m+0}(0.99386)(Niso-2);C44H78N1O8P1-[M+H+]-2H-4-{m+0}(0.89175)(Niso-1);C44H82N1O8P1-[M+H+]-{m+0}(0.89139)(Niso-1)","Unknown,HMDB07879;Unknown;Unknown,HMDB07878;Unknown;HMDB08623,Unknown;HMDB07890,Unknown;Unknown,HMDB07921","1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine*,*PC(14:0/20:1(11Z))*;*1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine*;*1-decanoyl-2-tetracosanoyl-sn-glycero-3-phosphocholine*,*PC(14:0/20:0)*;*1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol*;*PC(22:4(7Z,10Z,13Z,16Z)/14:0)*,*1-(8E,11E,14E,17E-eicosatetraenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine*;*PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5E,8E,11E,14E,17E-eicosapentaenoyl)-sn-glycero-3-phosphocholine*;*1-hexadecanoyl-2-(11E,14E,17E-eicosatrienoyl)-sn-glycero-3-phosphocholine*,*PC(14:1(9Z)/22:2(13Z,16Z))","Unknown,C00157;C13875;Unknown,C00157;Unknown;C00157,Unknown;C00157,Unknown;Unknown,C00157","2H_2"
311,786.5089,12301.8625,14552.2777,10688.1008,15482.5877,22651.9124,2691.1501,9775.6661,100,"Unknown","Unknown","Unknown","C45H72N1O8P1-[M+H+]-{m+0}(0.99456)(Niso-2)","HMDB09144","PE(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00350","N"
326,788.5243,6423.1612,5600.7559,6033.284,7691.471,3070.9095,2503.6205,2297.5128,100,"Unknown,Unknown;Unknown","Unknown,LMGP02010040;Unknown","Unknown,Unknown;Unknown","C45H74N1O8P1-[M+H+]-{m+0}(0.95272)(Niso-3);C43H76N1O8P1-[M+Na+]-{m+0}(0.89648)(Niso-1)","HMDB09111,Unknown;HMDB07951","PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1,2-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine*;*PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z))","C00350,Unknown;C00157","N"
334,790.5408,27134.7123,27017.9367,21968.8467,26129.977,40066.0985,9563.0645,20488.8342,100,"Unknown","Unknown","Unknown","C45H76N1O8P1-[M+H+]-{m+0}(0.97406)(Niso-3)","HMDB09045","PE(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00350","N"
336,791.544,11818.824,9861.6851,7595.8751,9146.9711,13312.3023,3188.4577,7453.8129,100,"Unknown,Unknown;Unknown,Unknown;Unknown","LMGP01010548,Unknown;Unknown,LMGP02010040;Unknown","Unknown,Unknown;Unknown,Unknown;Unknown","C43H78N1O8P1-[M+Na+]-2H-1-{m+0}(0.99428)(Niso-2);C45H74N1O8P1-[M+H+]-2H-3-{m+0}(0.99346)(Niso-2);C45H76N1O8P1-[M+H+]-2H-1-{m+0}(0.99344)(Niso-2)","Unknown,HMDB07949;HMDB09111,Unknown;HMDB09045","1-pentadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine*,*PC(15:0/20:4(5Z,8Z,11Z,14Z))*;*PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1,2-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine*;*PE(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","Unknown,C00157;C00350,Unknown;C00350","2H_1"
362,802.5397,4534.4088,1976.5114,3062.268,2251.5157,3457.9483,1135.0289,1201.0458,100,"Unknown;Unknown,Unknown","Unknown;Unknown,LMGP01010632","Unknown;Unknown,Unknown","C46H76N1O8P1-[M+H+]-{m+0}(0.89463)(Niso-4);C44H78N1O8P1-[M+Na+]-{m+0}(0.89159)(Niso-1)","HMDB08182;HMDB07890,Unknown","PC(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))*;*PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5E,8E,11E,14E,17E-eicosapentaenoyl)-sn-glycero-3-phosphocholine","C00157;C00157,Unknown","N"
366,803.522,6114.5166,1464.8178,2579.7321,985.6039,3365.8798,3606.7379,2735.0299,100,"Unknown","LMGP04040006","Unknown","C46H75O9P1-[M+H+]-{m+0}(0.99318)(Niso-2)","Unknown","1-(8-[5]-ladderane-octanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)","Unknown","N"
370,803.5475,1073260.466,393977.8838,512356.52,233789.9667,619525.1861,763308.5912,396205.8099,100,"Unknown","Unknown","Unknown","C46H76N1O8P1-[M+H+]-2H-1-{m+0}(0.8818)(Niso-1)","HMDB08182","PC(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","C00157","2H_1"
381,804.5281,4655.9458,1553.8948,1683.0395,2235.5147,3411.2362,1632.9227,1554.4113,100,"Unknown;Unknown,Unknown","LMGP04040006;LMGP01020058,Unknown","Unknown;Unknown,Unknown","C46H75O9P1-[M+H+]-2H-1-{m+0}(0.99296)(Niso-2);C44H80N1O7P1-[M+K+]-{m+0}(0.88661)(Niso-2)","Unknown;Unknown,HMDB08194","1-(8-[5]-ladderane-octanoyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*1-hexadecyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine*,*PC(18:3(6Z,9Z,12Z)/P-18:1(11Z))","Unknown;Unknown,C00157","2H_1"
386,804.5536,1010672.885,435421.1504,358563.0046,608567.7872,728722.8134,415584.1922,282643.5385,100,"Unknown,Unknown;Unknown,Unknown;Unknown","LMGP01010696,Unknown;Unknown,LMGP01010007;Unknown","Unknown,Unknown;Unknown,Unknown;Unknown","C46H78N1O8P1-[M+H+]-{m+0}(0.90829)(Niso-3);C44H80N1O8P1-[M+Na+]-{m+0}(0.89149)(Niso-1);C46H76N1O8P1-[M+H+]-2H-2-{m+0}(0.88708)(Niso-3)","Unknown,HMDB08023;HMDB07889,Unknown;HMDB08502","1-(9Z-hexadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*PC(14:0/22:4(7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine*;*PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))","Unknown,C00157;C00157,Unknown;C00157","2H_2"
394,805.5597,280579.4693,83952.8591,69297.3598,127621.6231,186944.3612,54037.5953,53959.2063,100,"Unknown,Unknown;Unknown;Unknown,Unknown","Unknown,LMGP01010007;Unknown;LMGP01010696,Unknown","Unknown,Unknown;Unknown;Unknown,Unknown","C44H80N1O8P1-[M+Na+]-2H-1-{m+0}(0.99386)(Niso-2);C46H76N1O8P1-[M+H+]-2H-3-{m+0}(0.99299)(Niso-2);C46H78N1O8P1-[M+H+]-2H-1-{m+0}(0.99297)(Niso-2)","HMDB07889,Unknown;HMDB08182;Unknown,HMDB08023","PC(14:0/22:4(7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine*;*PC(18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))*;*1-(9Z-hexadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00157,Unknown;C00157;Unknown,C00157","2H_1"
402,806.5717,59708.4413,118297.5573,303890.5804,252540.6344,130730.0078,25580.22,127804.5635,100,"Unknown,Unknown;Unknown;Unknown;Unknown,Unknown","Unknown,LMGP03010018;LMSP0501AB02;LMGP04040004;Unknown,LMGP01010649","Unknown,Unknown;Unknown;Unknown;Unknown,Unknown","C42H76N1O10P1-[M+NH4+]-2H-3-{m+0}(1)(Niso-4);C45H88N1O13-[M+H+]-{m+0}(0.88691)(Niso-1);C46H77O8P1-[M+NH4+]-{m+0}(0.88346)(Niso-1);C46H80N1O8P1-[M+H+]-{m+0}(-0.51974)(Niso-4)","HMDB12360,Unknown;Unknown;Unknown;HMDB07991,Unknown","PS(16:0/20:3(8Z,11Z,14Z))*,*1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine*;*N-(dodecanoyl)-1-beta-lactosyl-sphing-4-enine*;*1-(8-[5]-ladderane-octanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine","Unknown,Unknown;Unknown;Unknown;C00157,Unknown","2H_3"
408,807.5769,24059.6033,23566.3125,43044.4377,33826.7995,26485.4395,9670.4353,46144.2575,100,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown","LMGP01010620,Unknown;LMGP01010620,Unknown;LMGP01010696,Unknown;LMGP04040004;Unknown,LMGP01010649;Unknown,LMGP03010018","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown,Unknown","C44H82N1O8P1-[M+Na+]-2H-1-{m+0}(0.99971)(Niso-3);C44H82N1O8P1-[M+Na+]-2H-1-{m+0}(0.99971)(Niso-3);C46H78N1O8P1-[M+H+]-2H-3-{m+0}(0.99965)(Niso-3);C46H77O8P1-[M+NH4+]-2H-1-{m+0}(0.99965)(Niso-3);C46H80N1O8P1-[M+H+]-2H-1-{m+0}(0.99965)(Niso-3);C42H76N1O10P1-[M+NH4+]-2H-4-{m+0}(-0.0057963)(Niso-4)","Unknown,HMDB07921;Unknown,HMDB07921;Unknown,HMDB08023;Unknown;HMDB07991,Unknown;HMDB12360,Unknown","1-hexadecanoyl-2-(11E,14E,17E-eicosatrienoyl)-sn-glycero-3-phosphocholine*,*PC(14:1(9Z)/22:2(13Z,16Z))*;*1-hexadecanoyl-2-(11E,14E,17E-eicosatrienoyl)-sn-glycero-3-phosphocholine*,*PC(14:1(9Z)/22:2(13Z,16Z))*;*1-(9Z-hexadecenoyl)-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*1-(8-[5]-ladderane-octanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*PS(16:0/20:3(8Z,11Z,14Z))*,*1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine","Unknown,C00157;Unknown,C00157;Unknown,C00157;Unknown;C00157,Unknown;Unknown,Unknown","2H_1"
436,808.5878,324036.2016,622509.6652,494889.1876,526435.7895,1380112.274,47259.4237,499467.5794,100,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown","Unknown,LMGP03010018;Unknown,LMGP03010018;Unknown,LMGP01010644;LMPR01070159;LMGP04040005;LMPR01070159","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown;Unknown","C42H76N1O10P1-[M+NH4+]-2H-5-{m+0}(1)(Niso-4);C42H76N1O10P1-[M+NH4+]-2H-5-{m+0}(1)(Niso-4);C46H82N1O8P1-[M+H+]-{m+0}(0.99965)(Niso-3);C52H76O5-[M+Na+]-2H-5-{m+0}(0.92244)(Niso-4);C46H79O8P1-[M+NH4+]-{m+0}(0.88336)(Niso-1);C52H76O5-[M+Na+]-2H-5-{m+0}(0.86686)(Niso-4)","HMDB12360,Unknown;HMDB12360,Unknown;HMDB07989,Unknown;Unknown;Unknown;Unknown","PS(16:0/20:3(8Z,11Z,14Z))*,*1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine*;*PS(16:0/20:3(8Z,11Z,14Z))*,*1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine*;*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*;*Siphonaxanthin ester/ Siphonaxanthin dodecenoate/ (Siphonein)*;*1-(8-[3]-ladderane-octanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*Siphonaxanthin ester/ Siphonaxanthin dodecenoate/ (Siphonein)","Unknown,Unknown;Unknown,Unknown;C00157,Unknown;Unknown;Unknown;Unknown","2H_5"
453,809.5915,55898.8384,123084.6754,83688.8282,78598.6391,542778.5694,12423.8184,113271.0704,100,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","Unknown,LMGP03010018;Unknown,LMGP03010018;LMGP01010966,Unknown;LMGP01010966,Unknown;Unknown,LMGP01010649;LMGP04040004;Unknown,LMGP01010649;LMGP04040004;LMGP04040005;Unknown,LMGP01010644;Unknown,LMGP01010644;LMGP04040005","Unknown,Unknown;Unknown,Unknown;Unknown,68737-67-7;Unknown,68737-67-7;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown;Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C42H76N1O10P1-[M+NH4+]-2H-6-{m+0}(0.99971)(Niso-3);C42H76N1O10P1-[M+NH4+]-2H-6-{m+0}(0.99971)(Niso-3);C44H84N1O8P1-[M+Na+]-2H-1-{m+0}(0.99971)(Niso-3);C44H84N1O8P1-[M+Na+]-2H-1-{m+0}(0.99971)(Niso-3);C46H80N1O8P1-[M+H+]-2H-3-{m+0}(0.99965)(Niso-3);C46H77O8P1-[M+NH4+]-2H-3-{m+0}(0.99965)(Niso-3);C46H80N1O8P1-[M+H+]-2H-3-{m+0}(0.99965)(Niso-3);C46H77O8P1-[M+NH4+]-2H-3-{m+0}(0.99965)(Niso-3);C46H79O8P1-[M+NH4+]-2H-1-{m+0}(0.99965)(Niso-3);C46H82N1O8P1-[M+H+]-2H-1-{m+0}(0.99965)(Niso-3);C46H82N1O8P1-[M+H+]-2H-1-{m+0}(0.99965)(Niso-3);C46H79O8P1-[M+NH4+]-2H-1-{m+0}(0.99965)(Niso-3)","HMDB12360,Unknown;HMDB12360,Unknown;Unknown,HMDB00593;Unknown,HMDB00593;HMDB07991,Unknown;Unknown;HMDB07991,Unknown;Unknown;Unknown;HMDB07989,Unknown;HMDB07989,Unknown;Unknown","PS(16:0/20:3(8Z,11Z,14Z))*,*1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine*;*PS(16:0/20:3(8Z,11Z,14Z))*,*1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine*;*1,2-di-(4Z-octadecenoyl)-sn-glycero-3-phosphocholine*,*PC(18:1(9Z)/18:1(9Z))*;*1,2-di-(4Z-octadecenoyl)-sn-glycero-3-phosphocholine*,*PC(18:1(9Z)/18:1(9Z))*;*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*1-(8-[5]-ladderane-octanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*1-(8-[5]-ladderane-octanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*1-(8-[3]-ladderane-octanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*;*PC(16:0/22:5(4Z,7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(4E,7E,10E,13E,16E-docosapentaenoyl)-sn-glycero-3-phosphocholine*;*1-(8-[3]-ladderane-octanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)","Unknown,Unknown;Unknown,Unknown;Unknown,C00157;Unknown,C00157;C00157,Unknown;Unknown;C00157,Unknown;Unknown;Unknown;C00157,Unknown;C00157,Unknown;Unknown","2H_6"
459,810.596,8964.4924,9984.1146,8948.9341,10172.2653,21287.432,3363.017,10258.8069,100,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown;Unknown,Unknown","LMGP01010620,Unknown;LMGP01010966,Unknown;LMGP01010618,Unknown;Unknown,LMGP01010649;LMGP04040004;Unknown,LMGP10010004;LMGP04040005;Unknown,LMGP03010018","Unknown,Unknown;Unknown,68737-67-7;Unknown,Unknown;Unknown,Unknown;Unknown;Unknown,Unknown;Unknown;Unknown,Unknown","C44H82N1O8P1-[M+Na+]-2H-4-{m+0}(0.99386)(Niso-2);C44H84N1O8P1-[M+Na+]-2H-2-{m+0}(0.99384)(Niso-2);C44H86N1O8P1-[M+Na+]-{m+0}(0.99383)(Niso-2);C46H80N1O8P1-[M+H+]-2H-4-{m+0}(0.99298)(Niso-2);C46H77O8P1-[M+NH4+]-2H-4-{m+0}(0.99298)(Niso-2);C46H82N1O8P1-[M+H+]-2H-2-{m+0}(0.99296)(Niso-2);C46H79O8P1-[M+NH4+]-2H-2-{m+0}(0.99296)(Niso-2);C42H76N1O10P1-[M+NH4+]-2H-7-{m+0}(0.96783)(Niso-2)","Unknown,HMDB07921;Unknown,HMDB00593;Unknown,HMDB07887;HMDB07991,Unknown;Unknown;HMDB08692,Unknown;Unknown;HMDB12360,Unknown","1-hexadecanoyl-2-(11E,14E,17E-eicosatrienoyl)-sn-glycero-3-phosphocholine*,*PC(14:1(9Z)/22:2(13Z,16Z))*;*1,2-di-(4Z-octadecenoyl)-sn-glycero-3-phosphocholine*,*PC(18:1(9Z)/18:1(9Z))*;*1-hexadecanoyl-2-(11Z-eicosenoyl)-sn-glycero-3-phosphocholine*,*PC(14:0/22:1(13Z))*;*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*,*1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*;*1-(8-[5]-ladderane-octanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*PC(22:5(7Z,10Z,13Z,16Z,19Z)/16:0)*,*1-heneicosanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphate (ammonium salt)*;*1-(8-[3]-ladderane-octanyl)-2-(8-[3]-ladderane-octanyl)-sn-glycero-3-phospho-(1'-sn-glycerol)*;*PS(16:0/20:3(8Z,11Z,14Z))*,*1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine","Unknown,C00157;Unknown,C00157;Unknown,C00157;C00157,Unknown;Unknown;C00157,Unknown;Unknown;Unknown,Unknown","2H_4"
460,810.6046,8574.8895,31136.7754,30085.8617,30801.2239,39910.935,7196.4926,128798.8719,100,"Unknown;Unknown,Unknown","LMPR01070159;Unknown,LMGP01010642","Unknown;Unknown,Unknown","C52H76O5-[M+Na+]-2H-7-{m+0}(0.98324)(Niso-2);C46H84N1O8P1-[M+H+]-{m+0}(0.88137)(Niso-1)","Unknown;HMDB07988,Unknown","Siphonaxanthin ester/ Siphonaxanthin dodecenoate/ (Siphonein)*;*PC(16:0/22:4(7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine","Unknown;C00157,Unknown","2H_7"
465,811.6091,3444.3806,11239.721,12105.8963,11492.054,16090.2123,3059.372,61201.2302,100,"Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","Unknown,LMGP03010018;LMGP01010618,Unknown;Unknown,LMGP01010642;LMPR01070159","Unknown,Unknown;Unknown,Unknown;Unknown,Unknown;Unknown","C42H76N1O10P1-[M+NH4+]-2H-8-{m+0}(0.90008)(Niso-1);C44H86N1O8P1-[M+Na+]-2H-1-{m+0}(0.89123)(Niso-1);C46H84N1O8P1-[M+H+]-2H-1-{m+0}(0.88137)(Niso-1);C52H76O5-[M+Na+]-2H-8-{m+0}(0.8516)(Niso-1)","HMDB12360,Unknown;Unknown,HMDB07887;HMDB07988,Unknown;Unknown","PS(16:0/20:3(8Z,11Z,14Z))*,*1-(9Z-octadecenoyl)-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine*;*1-hexadecanoyl-2-(11Z-eicosenoyl)-sn-glycero-3-phosphocholine*,*PC(14:0/22:1(13Z))*;*PC(16:0/22:4(7Z,10Z,13Z,16Z))*,*1-hexadecanoyl-2-(7Z,10Z,13Z,16Z-docosatetraenoyl)-sn-glycero-3-phosphocholine*;*Siphonaxanthin ester/ Siphonaxanthin dodecenoate/ (Siphonein)","Unknown,Unknown;Unknown,C00157;C00157,Unknown;Unknown","2H_8"
499,828.5565,260311.1433,70226.4665,85573.0904,115419.2734,223665.0058,28029.589,73108.2849,100,"Unknown;Unknown,Unknown","Unknown;LMGP06010007,Unknown","Unknown;Unknown,Unknown","C48H78N1O8P1-[M+H+]-{m+0}(0.94828)(Niso-2);C41H79O13P1-[M+NH4+]-{m+0}(0.90789)(Niso-1)","HMDB08189;Unknown,HMDB09778","PC(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*1,2-dihexadecanoyl-sn-glycero-3-phospho-(1'-myo-inositol)*,*PI(16:0/16:0)","C00157;Unknown,C00626","N"
506,829.5609,52407.9648,18746.4923,21152.7275,24869.8802,43544.5713,9657.762,19786.2857,100,"Unknown;Unknown,Unknown","Unknown;LMGP01010649,Unknown","Unknown;Unknown,Unknown","C48H78N1O8P1-[M+H+]-2H-1-{m+0}(0.99199)(Niso-2);C46H80N1O8P1-[M+Na+]-2H-1-{m+0}(0.98512)(Niso-2)","HMDB08189;Unknown,HMDB07991","PC(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))*;*1-hexadecanoyl-2-(3Z,6Z,9Z,12Z,15Z,18-docosahexaenoyl)-sn-glycero-3-phosphocholine*,*PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","C00157;Unknown,C00157","2H_1"
